neg,neu,pos,compound
0.064,0.842,0.094,0.4005
0.05,0.86,0.09,0.8774
0.06,0.378,0.562,0.9634
0.0,0.645,0.355,0.968
0.119,0.628,0.253,0.7906
0.0,0.895,0.105,0.7088
0.0,0.947,0.053,0.2382
0.0,0.779,0.221,0.945
0.0,0.684,0.316,0.8633
0.085,0.864,0.051,-0.2755
0.025,0.881,0.094,0.7184
0.072,0.804,0.124,0.8118
0.0,0.805,0.195,0.9074
0.04,0.765,0.195,0.836
0.197,0.769,0.033,-0.8353
0.0,0.811,0.189,0.7845
0.0,0.791,0.209,0.9622
0.079,0.684,0.237,0.9398
0.038,0.722,0.24,0.9648
0.0,0.736,0.264,0.7845
0.0,0.777,0.223,0.6494
0.023,0.904,0.073,0.6242
0.0,0.785,0.215,0.9419
0.0,0.667,0.333,0.8999
0.053,0.791,0.156,0.6486
0.0,0.879,0.121,0.4404
0.0,0.844,0.156,0.8588
0.0,0.734,0.266,0.8264
0.049,0.734,0.218,0.9834
0.028,0.852,0.12,0.9403
0.0,0.846,0.154,0.8442
0.0,0.613,0.387,0.8922
0.0,0.764,0.236,0.8591
0.0,0.78,0.22,0.8412
0.051,0.818,0.132,0.7738
0.0,0.75,0.25,0.8748
0.0,0.603,0.397,0.9413
0.011,0.801,0.187,0.9964
0.033,0.839,0.128,0.6486
0.035,0.551,0.415,0.978
0.08,0.812,0.108,0.8955
0.0,0.543,0.457,0.9118
0.0,0.86,0.14,0.4754
0.042,0.797,0.161,0.9943
0.071,0.673,0.256,0.9795
0.078,0.851,0.071,-0.101
0.09,0.586,0.324,0.8315
0.0,0.854,0.146,0.7174
0.128,0.717,0.155,0.1759
0.0,1.0,0.0,0.0
0.072,0.882,0.046,-0.7391
0.0,0.697,0.303,0.9794
0.155,0.658,0.187,0.296
0.056,0.809,0.135,0.9227
0.0,0.672,0.328,0.8516
0.152,0.637,0.212,0.832
0.023,0.831,0.145,0.9339
0.073,0.868,0.059,0.0867
0.012,0.866,0.122,0.9383
0.043,0.824,0.133,0.9547
0.07,0.568,0.362,0.8955
0.0,1.0,0.0,0.0
0.0,0.644,0.356,0.8915
0.02,0.686,0.294,0.969
0.029,0.785,0.186,0.9429
0.0,0.689,0.311,0.9695
0.0,0.815,0.185,0.7717
0.0,0.833,0.167,0.802
0.0,0.747,0.253,0.6982
0.129,0.773,0.097,-0.7771
0.0,0.883,0.117,0.8349
0.0,0.786,0.214,0.9098
0.0,0.777,0.223,0.9498
0.009,0.775,0.215,0.9956
0.11,0.712,0.178,0.6361
0.0,0.563,0.437,0.9747
0.089,0.895,0.017,-0.7795
0.013,0.783,0.205,0.9963
0.012,0.741,0.247,0.9946
0.0,0.836,0.164,0.9738
0.045,0.918,0.037,-0.126
0.0,0.78,0.22,0.9891
0.0,0.86,0.14,0.7066
0.0,0.725,0.275,0.802
0.085,0.714,0.201,0.913
0.018,0.805,0.177,0.9832
0.0,0.601,0.399,0.9856
0.162,0.646,0.192,0.5719
0.145,0.772,0.083,-0.4588
0.031,0.808,0.161,0.9702
0.062,0.705,0.233,0.886
0.0,0.8,0.2,0.6696
0.0,0.925,0.075,0.2732
0.11,0.638,0.252,0.8374
0.094,0.655,0.252,0.989
0.0,0.682,0.318,0.882
0.0,0.742,0.258,0.8885
0.0,0.607,0.393,0.9001
0.091,0.769,0.139,0.7094
0.0,0.716,0.284,0.8537
0.088,0.67,0.242,0.9054
0.06,0.814,0.126,0.5899
0.066,0.631,0.303,0.836
0.103,0.805,0.092,-0.1531
0.065,0.852,0.083,-0.031
0.036,0.794,0.171,0.766
0.0,0.796,0.204,0.9633
0.037,0.797,0.167,0.9609
0.0,0.668,0.332,0.9175
0.023,0.698,0.279,0.9945
0.0,0.858,0.142,0.7537
0.041,0.786,0.172,0.9235
0.034,0.534,0.432,0.9666
0.047,0.833,0.121,0.8633
0.0,0.777,0.223,0.8225
0.0,0.642,0.358,0.9055
0.056,0.776,0.168,0.7449
0.0,0.648,0.352,0.9732
0.344,0.62,0.037,-0.9419
0.124,0.698,0.177,0.8038
0.0,0.625,0.375,0.9781
0.018,0.922,0.06,0.7089
0.0,0.667,0.333,0.8591
0.0,0.759,0.241,0.872
0.092,0.774,0.135,0.685
0.0,0.814,0.186,0.9195
0.062,0.397,0.541,0.9509
0.158,0.658,0.184,0.1012
0.0,0.602,0.398,0.9109
0.0,0.647,0.353,0.9808
0.0,0.642,0.358,0.9668
0.0,0.807,0.193,0.9416
0.023,0.829,0.148,0.8623
0.0,0.85,0.15,0.5719
0.041,0.663,0.296,0.9103
0.103,0.758,0.139,0.4274
0.113,0.887,0.0,-0.6249
0.066,0.913,0.02,-0.7129
0.0,0.72,0.28,0.7906
0.058,0.942,0.0,-0.3875
0.153,0.677,0.169,0.2263
0.022,0.928,0.05,0.5267
0.039,0.784,0.177,0.8705
0.0,0.853,0.147,0.8625
0.0,0.932,0.068,0.6463
0.162,0.796,0.042,-0.943
0.0,0.736,0.264,0.8011
0.0,0.859,0.141,0.9651
0.04,0.766,0.194,0.7529
0.0,0.666,0.334,0.9003
0.122,0.649,0.229,0.8013
0.026,0.806,0.168,0.9875
0.0,0.741,0.259,0.9829
0.0,0.846,0.154,0.6369
0.056,0.876,0.069,-0.0676
0.036,0.836,0.129,0.9554
0.089,0.791,0.12,0.5264
0.0,0.661,0.339,0.9233
0.0,0.484,0.516,0.9595
0.0,0.767,0.233,0.9552
0.0,0.883,0.117,0.6249
0.0,0.781,0.219,0.9663
0.0,0.846,0.154,0.7181
0.022,0.805,0.172,0.9401
0.059,0.778,0.163,0.5984
0.0,0.805,0.195,0.902
0.0,0.785,0.215,0.9586
0.0,0.674,0.326,0.9631
0.032,0.667,0.301,0.973
0.0,0.633,0.367,0.9749
0.0,0.662,0.338,0.9636
0.0,0.886,0.114,0.8858
0.0,0.828,0.172,0.7552
0.026,0.721,0.253,0.9788
0.0,0.786,0.214,0.9309
0.0,0.673,0.327,0.9634
0.063,0.874,0.062,-0.0129
0.027,0.939,0.034,-0.1027
0.083,0.695,0.222,0.6103
0.061,0.83,0.109,0.34
0.0,0.854,0.146,0.7823
0.058,0.637,0.305,0.959
0.0,0.826,0.174,0.6114
0.0,0.712,0.288,0.889
0.0,0.608,0.392,0.8837
0.111,0.75,0.14,0.4745
0.07,0.836,0.094,0.7422
0.0,0.911,0.089,0.5302
0.0,0.794,0.206,0.8197
0.0,0.635,0.365,0.962
0.153,0.778,0.069,-0.4599
0.0,0.74,0.26,0.8122
0.026,0.798,0.176,0.8201
0.0,1.0,0.0,0.0
0.004,0.907,0.088,0.9752
0.093,0.907,0.0,-0.438
0.027,0.773,0.2,0.9279
0.032,0.834,0.134,0.5635
0.0,0.766,0.234,0.9417
0.05,0.787,0.163,0.6486
0.055,0.697,0.249,0.8316
0.065,0.681,0.253,0.9647
0.0,0.738,0.262,0.9589
0.0,0.772,0.228,0.8777
0.166,0.834,0.0,-0.6983
0.054,0.774,0.172,0.8649
0.03,0.799,0.171,0.8176
0.059,0.721,0.219,0.8197
0.038,0.519,0.443,0.9416
0.0,0.85,0.15,0.5719
0.064,0.726,0.209,0.7351
0.0,0.658,0.342,0.9694
0.115,0.622,0.263,0.8577
0.045,0.836,0.119,0.5106
0.02,0.787,0.193,0.9786
0.058,0.759,0.184,0.6304
0.059,0.824,0.117,0.296
0.038,0.853,0.109,0.6794
0.117,0.805,0.078,-0.8893
0.109,0.716,0.175,0.5719
0.0,0.736,0.264,0.9776
0.037,0.791,0.172,0.7717
0.08,0.563,0.357,0.9882
0.0,0.784,0.216,0.8858
0.073,0.748,0.179,0.4265
0.0,0.578,0.422,0.9439
0.016,0.842,0.142,0.8122
0.0,1.0,0.0,0.0
0.0,0.629,0.371,0.9246
0.0,0.752,0.248,0.9742
0.064,0.852,0.084,0.9442
0.0,0.83,0.17,0.9657
0.037,0.659,0.304,0.9081
0.015,0.856,0.128,0.7441
0.029,0.778,0.193,0.9456
0.04,0.96,0.0,-0.0572
0.025,0.864,0.112,0.8225
0.0,0.603,0.397,0.9856
0.0,0.688,0.312,0.8737
0.0,0.731,0.269,0.8481
0.249,0.68,0.071,-0.9313
0.0,0.68,0.32,0.8402
0.0,0.841,0.159,0.9881
0.0,0.893,0.107,0.6369
0.09,0.617,0.294,0.7659
0.0,0.902,0.098,0.2382
0.031,0.717,0.252,0.9612
0.06,0.864,0.075,0.7817
0.063,0.937,0.0,-0.3612
0.0,0.734,0.266,0.9292
0.051,0.679,0.27,0.9757
0.0,0.675,0.325,0.926
0.0,0.883,0.117,0.4927
0.0,0.822,0.178,0.922
0.015,0.881,0.104,0.9718
0.112,0.773,0.115,-0.1901
0.046,0.804,0.151,0.802
0.081,0.712,0.207,0.9057
0.03,0.821,0.149,0.8179
0.085,0.813,0.102,0.2361
0.0,0.889,0.111,0.9335
0.177,0.823,0.0,-0.7707
0.049,0.855,0.096,0.7217
0.052,0.948,0.0,-0.296
0.0,1.0,0.0,0.0
0.073,0.786,0.141,0.7217
0.0,0.741,0.259,0.8805
0.044,0.668,0.288,0.9151
0.023,0.856,0.121,0.9078
0.0,0.873,0.127,0.8627
0.032,0.778,0.19,0.9138
0.049,0.725,0.226,0.9653
0.019,0.782,0.199,0.9481
0.046,0.679,0.275,0.9749
0.035,0.657,0.307,0.9146
0.113,0.749,0.138,0.6372
0.05,0.78,0.17,0.6369
0.0,0.737,0.263,0.923
0.124,0.846,0.03,-0.7962
0.034,0.847,0.119,0.9017
0.0,0.695,0.305,0.8151
0.062,0.782,0.156,0.7543
0.152,0.575,0.273,0.6999
0.0,0.782,0.218,0.9331
0.085,0.696,0.219,0.9656
0.026,0.752,0.222,0.9899
0.047,0.793,0.16,0.7901
0.091,0.705,0.204,0.7655
0.12,0.647,0.233,0.8478
0.095,0.85,0.054,-0.3415
0.072,0.859,0.069,-0.0352
0.138,0.806,0.056,-0.9824
0.055,0.877,0.067,0.5371
0.086,0.735,0.179,0.5076
0.0,0.545,0.455,0.9677
0.0,0.856,0.144,0.6369
0.0,0.899,0.101,0.4215
0.026,0.896,0.078,0.931
0.104,0.699,0.197,0.8934
0.019,0.786,0.194,0.9634
0.0,0.529,0.471,0.8934
0.106,0.452,0.442,0.8855
0.098,0.76,0.142,0.3083
0.0,0.758,0.242,0.7732
0.0,0.904,0.096,0.1511
0.091,0.856,0.053,-0.5366
0.069,0.706,0.225,0.9037
0.0,0.734,0.266,0.9652
0.074,0.637,0.29,0.9461
0.0,0.741,0.259,0.9115
0.02,0.838,0.142,0.9841
0.0,0.749,0.251,0.7935
0.096,0.719,0.185,0.8138
0.0,0.765,0.235,0.9266
0.0,0.811,0.189,0.9274
0.0,0.59,0.41,0.926
0.06,0.81,0.13,0.8697
0.032,0.778,0.19,0.9425
0.0,0.824,0.176,0.8625
0.105,0.595,0.3,0.7632
0.164,0.836,0.0,-0.6486
0.0,0.789,0.211,0.8519
0.0,0.637,0.363,0.8392
0.045,0.8,0.155,0.8846
0.081,0.732,0.186,0.8148
0.053,0.887,0.06,0.0772
0.0,1.0,0.0,0.0
0.093,0.66,0.247,0.684
0.09,0.873,0.037,-0.8398
0.03,0.671,0.299,0.9572
0.17,0.73,0.1,-0.5893
0.11,0.809,0.081,-0.2247
0.089,0.883,0.028,-0.6177
0.061,0.813,0.126,0.9844
0.0,0.713,0.287,0.9097
0.078,0.678,0.245,0.9358
0.0,0.871,0.129,0.7992
0.107,0.448,0.445,0.976
0.13,0.836,0.034,-0.4926
0.123,0.802,0.075,-0.204
0.0,0.912,0.088,0.5859
0.034,0.7,0.266,0.9631
0.031,0.814,0.155,0.995
0.0,0.732,0.268,0.8316
0.212,0.788,0.0,-0.7187
0.058,0.898,0.044,-0.5423
0.069,0.931,0.0,-0.4215
0.068,0.857,0.075,0.1901
0.125,0.786,0.09,-0.4891
0.0,0.809,0.191,0.8957
0.107,0.768,0.125,0.1154
0.0,0.707,0.293,0.8803
0.0,0.86,0.14,0.555
0.089,0.489,0.421,0.916
0.12,0.842,0.038,-0.9493
0.084,0.809,0.107,0.1697
0.095,0.66,0.245,0.8673
0.067,0.759,0.174,0.7337
0.0,0.631,0.369,0.9467
0.033,0.934,0.033,-0.0199
0.056,0.819,0.125,0.8735
0.0,0.557,0.443,0.926
0.0,0.904,0.096,0.5719
0.083,0.869,0.048,-0.2474
0.09,0.776,0.134,0.8263
0.0,0.689,0.311,0.858
0.0,0.557,0.443,0.9265
0.0,0.784,0.216,0.9773
0.13,0.753,0.117,-0.1513
0.068,0.807,0.125,0.629
0.026,0.698,0.276,0.9524
0.0,0.773,0.227,0.8548
0.088,0.62,0.292,0.9888
0.05,0.72,0.229,0.8658
0.11,0.816,0.074,-0.1027
0.0,0.679,0.321,0.9517
0.028,0.793,0.178,0.9649
0.0,0.751,0.249,0.8906
0.035,0.702,0.263,0.9193
0.0,0.841,0.159,0.8864
0.0,0.755,0.245,0.6705
0.139,0.861,0.0,-0.6103
0.009,0.861,0.13,0.9618
0.0,0.811,0.189,0.9229
0.048,0.853,0.1,0.9302
0.131,0.721,0.148,0.3182
0.086,0.597,0.317,0.9556
0.0,0.923,0.077,0.126
0.087,0.847,0.066,-0.1999
0.0,0.579,0.421,0.887
0.0,0.685,0.315,0.7841
0.0,0.638,0.362,0.8844
0.0,0.667,0.333,0.8585
0.07,0.681,0.249,0.8346
0.0,0.605,0.395,0.9584
0.027,0.709,0.264,0.9329
0.0,0.864,0.136,0.6249
0.05,0.813,0.138,0.9916
0.0,0.767,0.233,0.7485
0.015,0.784,0.2,0.9796
0.014,0.821,0.165,0.9637
0.0,0.511,0.489,0.9534
0.0,0.819,0.181,0.6486
0.0,0.638,0.362,0.8807
0.063,0.566,0.371,0.8687
0.111,0.819,0.07,-0.1779
0.026,0.71,0.264,0.9589
0.0,0.676,0.324,0.8622
0.0,0.79,0.21,0.4927
0.0,0.8,0.2,0.7171
0.031,0.773,0.197,0.9077
0.0,0.753,0.247,0.8885
0.118,0.828,0.054,-0.2244
0.0,1.0,0.0,0.0
0.019,0.867,0.113,0.9573
0.042,0.748,0.21,0.8668
0.0,0.755,0.245,0.8763
0.0,0.822,0.178,0.9299
0.048,0.69,0.263,0.9528
0.219,0.702,0.078,-0.8566
0.0,0.781,0.219,0.8398
0.0,0.815,0.185,0.9503
0.0,0.783,0.217,0.8169
0.08,0.85,0.07,0.024
0.113,0.787,0.101,-0.0343
0.075,0.595,0.329,0.9711
0.051,0.822,0.126,0.5499
0.09,0.758,0.152,0.4909
0.127,0.787,0.087,-0.7763
0.0,0.87,0.13,0.6269
0.112,0.65,0.238,0.831
0.0,0.772,0.228,0.6633
0.0,0.835,0.165,0.5457
0.064,0.553,0.383,0.9182
0.0,0.853,0.147,0.4767
0.005,0.753,0.243,0.996
0.0,0.957,0.043,0.3802
0.0,0.74,0.26,0.9413
0.0,0.658,0.342,0.9488
0.18,0.758,0.062,-0.7176
0.037,0.823,0.14,0.6998
0.049,0.494,0.457,0.9112
0.0,0.697,0.303,0.9313
0.0,0.91,0.09,0.9464
0.13,0.78,0.091,-0.2023
0.042,0.762,0.196,0.7574
0.0,0.638,0.362,0.9421
0.126,0.815,0.059,-0.685
0.0,0.924,0.076,0.6249
0.0,0.767,0.233,0.9312
0.029,0.78,0.191,0.9348
0.032,0.651,0.317,0.9513
0.009,0.813,0.179,0.9603
0.025,0.78,0.196,0.9379
0.0,0.661,0.339,0.9612
0.0,0.753,0.247,0.7845
0.0,0.907,0.093,0.4877
0.028,0.761,0.212,0.9331
0.046,0.868,0.087,0.4371
0.0,0.79,0.21,0.7269
0.0,0.759,0.241,0.6908
0.081,0.644,0.275,0.6908
0.143,0.627,0.231,0.5423
0.0,0.695,0.305,0.8779
0.0,0.699,0.301,0.9645
0.022,0.739,0.24,0.9717
0.0,0.768,0.232,0.7669
0.152,0.788,0.059,-0.8953
0.0,0.584,0.416,0.9727
0.028,0.683,0.289,0.9928
0.0,0.841,0.159,0.5574
0.016,0.745,0.238,0.9545
0.0,0.834,0.166,0.6784
0.05,0.731,0.219,0.9381
0.041,0.697,0.262,0.8707
0.0,0.69,0.31,0.9117
0.05,0.806,0.144,0.6486
0.129,0.78,0.092,-0.3591
0.101,0.806,0.093,0.3682
0.0,0.692,0.308,0.8402
0.109,0.811,0.08,-0.0387
0.043,0.584,0.373,0.9551
0.064,0.75,0.186,0.692
0.114,0.751,0.135,0.2669
0.104,0.685,0.212,0.9139
0.246,0.754,0.0,-0.7801
0.137,0.826,0.037,-0.6973
0.0,0.649,0.351,0.945
0.0,0.662,0.338,0.9458
0.016,0.756,0.228,0.995
0.047,0.854,0.099,0.465
0.038,0.677,0.285,0.9851
0.0,0.634,0.366,0.9617
0.0,0.573,0.427,0.9545
0.0,0.576,0.424,0.9696
0.036,0.854,0.11,0.6724
0.0,0.792,0.208,0.8462
0.075,0.793,0.132,0.6224
0.026,0.735,0.239,0.9997
0.0,0.793,0.207,0.927
0.0,0.717,0.283,0.8877
0.013,0.744,0.242,0.9816
0.033,0.828,0.139,0.9887
0.098,0.818,0.084,-0.1311
0.076,0.706,0.218,0.7184
0.0,0.8,0.2,0.9052
0.056,0.476,0.469,0.9084
0.0,0.647,0.353,0.927
0.0,0.838,0.162,0.926
0.0,0.499,0.501,0.952
0.0,0.696,0.304,0.9371
0.0,0.94,0.06,0.3612
0.0,0.896,0.104,0.54
0.0,0.874,0.126,0.7469
0.085,0.74,0.175,0.939
0.039,0.86,0.102,0.5574
0.0,0.611,0.389,0.8805
0.176,0.503,0.322,0.6541
0.0,0.819,0.181,0.9577
0.0,0.683,0.317,0.9584
0.024,0.82,0.156,0.8092
0.0,0.796,0.204,0.7717
0.0,0.691,0.309,0.7003
0.0,0.731,0.269,0.8834
0.0,0.797,0.203,0.7269
0.05,0.688,0.262,0.8402
0.02,0.793,0.187,0.9416
0.0,0.849,0.151,0.6705
0.048,0.845,0.107,0.6152
0.041,0.606,0.353,0.9551
0.0,0.891,0.109,0.6588
0.053,0.947,0.0,-0.554
0.091,0.599,0.31,0.855
0.025,0.657,0.317,0.9351
0.0,0.571,0.429,0.9584
0.115,0.607,0.278,0.7269
0.0,0.69,0.31,0.9638
0.033,0.567,0.399,0.9727
0.047,0.704,0.249,0.7628
0.0,0.698,0.302,0.9078
0.0,0.575,0.425,0.9022
0.061,0.858,0.081,0.186
0.0,0.682,0.318,0.6801
0.0,0.856,0.144,0.5719
0.0,0.641,0.359,0.9403
0.0,0.81,0.19,0.9022
0.0,0.725,0.275,0.9345
0.0,0.849,0.151,0.9148
0.021,0.792,0.187,0.8711
0.0,0.859,0.141,0.8876
0.0,0.776,0.224,0.9132
0.08,0.777,0.143,0.9807
0.056,0.818,0.126,0.9835
0.015,0.906,0.079,0.8055
0.038,0.89,0.072,0.3071
0.099,0.776,0.125,0.7712
0.043,0.758,0.199,0.9866
0.0,0.709,0.291,0.9061
0.016,0.872,0.112,0.8846
0.0,0.75,0.25,0.9287
0.034,0.882,0.084,0.4497
0.085,0.766,0.149,0.2933
0.064,0.893,0.043,-0.2801
0.098,0.795,0.108,0.6804
0.092,0.573,0.335,0.9337
0.093,0.736,0.171,0.8515
0.052,0.619,0.329,0.9213
0.04,0.86,0.1,0.4116
0.0,0.806,0.194,0.6249
0.09,0.719,0.192,0.9328
0.063,0.766,0.172,0.9081
0.016,0.877,0.107,0.9008
0.0,0.827,0.173,0.9463
0.037,0.739,0.224,0.9427
0.032,0.81,0.158,0.8657
0.0,0.686,0.314,0.9517
0.02,0.869,0.111,0.8122
0.0,0.802,0.198,0.886
0.0,0.874,0.126,0.7449
0.0,0.815,0.185,0.977
0.0,0.778,0.222,0.902
0.034,0.857,0.109,0.8415
0.03,0.784,0.186,0.9832
0.122,0.794,0.084,-0.7649
0.0,0.834,0.166,0.6115
0.0,0.635,0.365,0.91
0.0,0.71,0.29,0.9099
0.18,0.781,0.039,-0.8556
0.0,0.76,0.24,0.9413
0.0,0.887,0.113,0.4926
0.198,0.745,0.056,-0.7934
0.036,0.918,0.046,0.1154
0.087,0.621,0.293,0.9809
0.058,0.809,0.133,0.2846
0.0,0.668,0.332,0.8979
0.235,0.694,0.071,-0.8504
0.0,0.917,0.083,0.2714
0.11,0.705,0.185,0.4019
0.082,0.775,0.143,0.4003
0.058,0.753,0.189,0.9675
0.0,0.733,0.267,0.7351
0.0,0.812,0.188,0.9649
0.059,0.723,0.218,0.9759
0.0,0.866,0.134,0.5719
0.0,0.712,0.288,0.9762
0.0,0.755,0.245,0.8316
0.045,0.736,0.219,0.9643
0.1,0.558,0.341,0.8164
0.0,0.67,0.33,0.9667
0.0,0.802,0.198,0.836
0.042,0.77,0.188,0.9083
0.033,0.849,0.117,0.8779
0.012,0.77,0.219,0.961
0.03,0.896,0.074,0.6698
0.0,0.794,0.206,0.8625
0.036,0.826,0.138,0.6916
0.062,0.839,0.099,0.1868
0.082,0.845,0.073,0.2908
0.0,0.932,0.068,0.8201
0.016,0.887,0.097,0.7905
0.0,0.723,0.277,0.7845
0.081,0.829,0.09,0.2372
0.109,0.818,0.073,-0.3818
0.045,0.817,0.138,0.5123
0.241,0.575,0.184,-0.1913
0.053,0.853,0.094,0.3642
0.0,0.602,0.398,0.8908
0.038,0.7,0.262,0.9591
0.041,0.721,0.238,0.9872
0.0,0.734,0.266,0.9942
0.014,0.817,0.169,0.9664
0.022,0.896,0.082,0.7277
0.046,0.545,0.409,0.9398
0.134,0.866,0.0,-0.5875
0.066,0.887,0.046,-0.1216
0.0,0.737,0.263,0.8934
0.062,0.833,0.104,0.4939
0.017,0.814,0.169,0.9489
0.0,0.899,0.101,0.5574
0.0,0.827,0.173,0.9661
0.0,0.891,0.109,0.6588
0.0,0.749,0.251,0.9712
0.061,0.448,0.491,0.9369
0.088,0.619,0.293,0.9275
0.049,0.881,0.07,0.0147
0.0,0.708,0.292,0.7814
0.038,0.843,0.119,0.9678
0.052,0.823,0.125,0.9372
0.0,0.763,0.237,0.7096
0.074,0.8,0.126,0.6172
0.169,0.705,0.126,-0.4276
0.048,0.522,0.43,0.8885
0.037,0.611,0.353,0.9748
0.0,0.667,0.333,0.8402
0.049,0.861,0.09,0.4767
0.074,0.895,0.031,-0.3211
0.0,0.51,0.49,0.9109
0.0,0.824,0.176,0.5411
0.014,0.828,0.158,0.9829
0.066,0.794,0.14,0.6486
0.065,0.813,0.122,0.34
0.0,0.895,0.105,0.9167
0.0,0.772,0.228,0.9831
0.035,0.763,0.202,0.9599
0.02,0.759,0.221,0.9609
0.0,0.907,0.093,0.3291
0.025,0.764,0.212,0.99
0.13,0.87,0.0,-0.4019
0.066,0.597,0.337,0.8779
0.204,0.704,0.092,-0.5848
0.0,0.661,0.339,0.8817
0.126,0.71,0.164,0.5162
0.029,0.764,0.207,0.8653
0.0,0.731,0.269,0.9404
0.0,0.903,0.097,0.3919
0.02,0.924,0.056,0.9824
0.082,0.824,0.093,0.8413
0.023,0.748,0.229,0.9864
0.097,0.903,0.0,-0.235
0.046,0.754,0.2,0.9953
0.047,0.806,0.147,0.9141
0.078,0.69,0.232,0.9808
0.054,0.739,0.208,0.643
0.024,0.9,0.076,0.7696
0.0,0.556,0.444,0.9001
0.052,0.684,0.265,0.958
0.077,0.629,0.294,0.802
0.086,0.83,0.084,0.4249
0.0,0.745,0.255,0.8906
0.017,0.907,0.076,0.8364
0.082,0.687,0.231,0.9582
0.0,0.588,0.412,0.9364
0.0,0.606,0.394,0.8555
0.0,1.0,0.0,0.0
0.0,0.939,0.061,0.2382
0.0,0.826,0.174,0.9436
0.147,0.669,0.185,0.4988
0.011,0.795,0.194,0.9869
0.1,0.806,0.094,-0.0823
0.0,0.673,0.327,0.9759
0.017,0.746,0.236,0.985
0.0,0.911,0.089,0.5719
0.042,0.81,0.148,0.7913
0.0,0.737,0.263,0.903
0.0,1.0,0.0,0.0
0.058,0.765,0.176,0.8442
0.014,0.778,0.208,0.9637
0.075,0.607,0.318,0.9691
0.0,0.772,0.228,0.9648
0.132,0.85,0.018,-0.9296
0.026,0.913,0.061,0.3612
0.0,0.884,0.116,0.4404
0.015,0.861,0.123,0.9644
0.0,0.806,0.194,0.6696
0.053,0.881,0.066,0.1015
0.073,0.773,0.154,0.5995
0.04,0.812,0.148,0.895
0.0,0.912,0.087,0.7906
0.0,0.883,0.117,0.9628
0.0,0.813,0.187,0.8169
0.0,0.538,0.462,0.8832
0.0,0.831,0.169,0.9001
0.125,0.847,0.028,-0.6981
0.06,0.675,0.265,0.8009
0.0,0.745,0.255,0.8908
0.02,0.888,0.091,0.6317
0.0,0.755,0.245,0.5994
0.0,0.576,0.424,0.9545
0.0,0.781,0.219,0.4215
0.054,0.926,0.02,-0.7346
0.187,0.813,0.0,-0.8109
0.0,0.798,0.202,0.5499
0.092,0.854,0.054,-0.7571
0.0,0.764,0.236,0.9231
0.044,0.871,0.085,0.5704
0.0,1.0,0.0,0.0
0.018,0.628,0.353,0.995
0.0,0.554,0.446,0.864
0.0,0.734,0.266,0.8883
0.0,0.791,0.209,0.9081
0.0,0.705,0.295,0.968
0.0,0.637,0.363,0.9872
0.0,0.703,0.297,0.8418
0.05,0.642,0.307,0.823
0.0,0.536,0.464,0.9471
0.0,0.676,0.324,0.9911
0.0,0.577,0.423,0.9347
0.0,0.695,0.305,0.848
0.039,0.775,0.186,0.9284
0.04,0.765,0.194,0.9136
0.039,0.815,0.146,0.9866
0.118,0.816,0.066,-0.8893
0.059,0.741,0.2,0.9982
0.012,0.793,0.196,0.9856
0.054,0.757,0.189,0.9864
0.096,0.836,0.068,-0.6105
0.0,0.838,0.162,0.9379
0.115,0.866,0.019,-0.8225
0.0,0.799,0.201,0.852
0.035,0.735,0.23,0.9888
0.023,0.759,0.218,0.972
0.033,0.695,0.272,0.9929
0.11,0.736,0.154,0.5983
0.0,0.728,0.272,0.9441
0.025,0.907,0.068,0.5829
0.0,0.651,0.349,0.9709
0.0,0.751,0.249,0.9393
0.026,0.761,0.213,0.9254
0.0,0.552,0.448,0.9393
0.05,0.763,0.187,0.9472
0.073,0.821,0.106,0.6989
0.0,0.759,0.241,0.9422
0.077,0.719,0.204,0.8976
0.09,0.751,0.159,0.5849
0.022,0.723,0.255,0.969
0.0,0.893,0.107,0.7263
0.089,0.732,0.18,0.9095
0.0,0.844,0.156,0.9857
0.016,0.926,0.057,0.6613
0.0,0.909,0.091,0.6597
0.0,0.767,0.233,0.8225
0.0,0.715,0.285,0.8
0.065,0.836,0.099,0.7746
0.0,0.775,0.225,0.9217
0.008,0.84,0.152,0.9569
0.025,0.699,0.275,0.9152
0.156,0.789,0.055,-0.5719
0.028,0.655,0.316,0.9947
0.044,0.706,0.25,0.8345
0.042,0.751,0.206,0.9656
0.0,0.737,0.263,0.9667
0.0,0.834,0.166,0.5229
0.046,0.803,0.151,0.9693
0.149,0.669,0.182,0.2263
0.0,0.689,0.311,0.9932
0.075,0.676,0.248,0.9699
0.0,0.841,0.159,0.8012
0.0,0.868,0.132,0.6124
0.0,0.601,0.399,0.9227
0.037,0.672,0.291,0.9456
0.0,0.546,0.454,0.9094
0.0,0.738,0.262,0.9739
0.037,0.783,0.179,0.7657
0.0,0.761,0.239,0.7152
0.086,0.737,0.177,0.9545
0.0,0.698,0.302,0.8442
0.0,0.721,0.279,0.8655
0.0,0.811,0.189,0.6801
0.11,0.673,0.217,0.6996
0.094,0.652,0.254,0.9623
0.0,0.867,0.133,0.5927
0.054,0.493,0.453,0.9463
0.0,0.541,0.459,0.9612
0.07,0.829,0.101,0.3287
0.0,0.736,0.264,0.836
0.024,0.87,0.106,0.7571
0.0,0.669,0.331,0.872
0.0,0.52,0.48,0.9169
0.075,0.653,0.272,0.792
0.044,0.64,0.316,0.9808
0.027,0.771,0.201,0.8858
0.0,0.755,0.245,0.8941
0.039,0.815,0.146,0.8616
